PokemonName,MoveName,Level
Vaporeon,Water Pulse,17
Vaporeon,Aurora Beam,21
Vaporeon,Aqua Ring,25
Vaporeon,Acid Armor,29
Vaporeon,Haze,33
Vaporeon,Muddy Water,37
Vaporeon,Last Resort,41
Vaporeon,Hydro Pump,45
Jolteon,Sand Attack,5
Jolteon,Thunder Shock,9
Jolteon,Quick Attack,13
Jolteon,Double Kick,17
Jolteon,Thunder Fang,21
Jolteon,Pin Missile,25
Jolteon,Agility,29
Jolteon,Thunder Wave,33
Jolteon,Discharge,37
Jolteon,Last Resort,41
Jolteon,Thunder,45
Flareon,Sand Attack,5
Flareon,Ember,9
Flareon,Quick Attack,13
Flareon,Bite,17
Flareon,Fire Fang,21
Flareon,Fire Spin,25
Flareon,Scary Face,29
Flareon,Smog,33
Flareon,Lava Plume,37
Flareon,Last Resort,41
Flareon,Flare Blitz,45
Espeon,Sand Attack,5
Espeon,Confusion,9
Espeon,Quick Attack,13
Espeon,Swift,17
Espeon,Psybeam,21
Espeon,Future Sight,25
Espeon,Psych Up,29
Espeon,Morning Sun,33
Espeon,Psychic,37
Espeon,Last Resort,41
Espeon,Power Swap,45
Umbreon,Sand Attack,5
Umbreon,Pursuit,9
Umbreon,Quick Attack,13
Umbreon,Confuse Ray,17
Umbreon,Feint Attack,21
Umbreon,Assurance,25
Umbreon,Screech,29
Umbreon,Moonlight,33
Umbreon,Mean Look,37
Umbreon,Last Resort,41
Umbreon,Guard Swap,45
Leafeon,Sand Attack,5
Leafeon,Razor Leaf,9
Leafeon,Quick Attack,13
Leafeon,Grass Whistle,17
Leafeon,Magical Leaf,21
Leafeon,Giga Drain,25
Leafeon,Swords Dance,29
Leafeon,Synthesis,33
Leafeon,Sunny Day,37
Leafeon,Last Resort,41
Leafeon,Leaf Blade,45
Glaceon,Sand Attack,5
Glaceon,Icy Wind,9
Glaceon,Quick Attack,13
Glaceon,Bite,17
Glaceon,Ice Fang,21
Glaceon,Ice Shard,25
Glaceon,Barrier,29
Glaceon,Mirror Coat,33
Glaceon,Hail,37
Glaceon,Last Resort,41
Glaceon,Blizzard,45
Omanyte,Constrict,1
Omanyte,Withdraw,1
Omanyte,Bite,7
Omanyte,Water Gun,10
Omanyte,Rollout,16
Omanyte,Leer,19
Omanyte,Mud Shot,25
Omanyte,Brine,28
Omanyte,Protect,34
Omanyte,Ancient Power,37
Omanyte,Tickle,43
Omanyte,Rock Blast,46
Omanyte,Shell Smash,52
Omanyte,Hydro Pump,55
Omastar,Bite,7
Omastar,Water Gun,10
Omastar,Rollout,16
Omastar,Leer,19
Omastar,Mud Shot,25
Omastar,Brine,28
Omastar,Protect,34
Omastar,Ancient Power,37
Omastar,Spike Cannon,40
Omastar,Tickle,48
Omastar,Rock Blast,56
Omastar,Shell Smash,67
Omastar,Hydro Pump,75
Kabuto,Harden,1
Kabuto,Scratch,1
Kabuto,Absorb,6
Kabuto,Leer,11
Kabuto,Mud Shot,16
Kabuto,Sand Attack,21
Kabuto,Endure,26
Kabuto,Aqua Jet,31
Kabuto,Mega Drain,36
Kabuto,Metal Sound,41
Kabuto,Ancient Power,46
Kabuto,Wring Out,50
Kabutops,Leer,11
Kabutops,Mud Shot,16
Kabutops,Sand Attack,21
Kabutops,Endure,26
Kabutops,Aqua Jet,31
Kabutops,Mega Drain,36
Kabutops,Slash,40
Kabutops,Metal Sound,45
Kabutops,Ancient Power,54
Kabutops,Wring Out,63
Kabutops,Night Slash,72
Lileep,Astonish,1
Lileep,Constrict,1
Lileep,Acid,8
Lileep,Ingrain,15
Lileep,Confuse Ray,22
Lileep,Amnesia,29
Lileep,Gastro Acid,36
Lileep,Ancient Power,43
Lileep,Energy Ball,50
Lileep,Spit Up,57
Lileep,Stockpile,57
Lileep,Swallow,57
Lileep,Wring Out,64
Cradily,Acid,8
Cradily,Ingrain,15
Cradily,Confuse Ray,22
Cradily,Amnesia,29
Cradily,Ancient Power,36
Cradily,Gastro Acid,46
Cradily,Energy Ball,56
Cradily,Spit Up,66
Cradily,Stockpile,66
Cradily,Swallow,66
Cradily,Wring Out,76
Anorith,Harden,1
Anorith,Scratch,1
Anorith,Mud Sport,7
Anorith,Water Gun,13
Anorith,Metal Claw,19
Anorith,Protect,25
Anorith,Ancient Power,31
Anorith,Fury Cutter,37
Anorith,Slash,43
Anorith,Rock Blast,49
Anorith,Crush Claw,55
Anorith,X-Scissor,61
Armaldo,Mud Sport,7
Armaldo,Water Gun,13
Armaldo,Metal Claw,19
Armaldo,Protect,25
Armaldo,Ancient Power,31
Armaldo,Fury Cutter,37
Armaldo,Slash,46
Armaldo,Rock Blast,55
Armaldo,Crush Claw,67
Armaldo,X-Scissor,73
Cranidos,Headbutt,1
Cranidos,Leer,1
Cranidos,Focus Energy,6
Cranidos,Pursuit,10
Cranidos,Take Down,15
Cranidos,Scary Face,19
Cranidos,Assurance,24
Cranidos,Chip Away,28
Cranidos,Ancient Power,33
Cranidos,Zen Headbutt,37
Cranidos,Screech,43
Cranidos,Head Smash,46
Rampardos,Focus Energy,6
Rampardos,Pursuit,10
Rampardos,Take Down,15
Rampardos,Scary Face,19
Rampardos,Assurance,24
Rampardos,Chip Away,28
Rampardos,Ancient Power,30
Rampardos,Endeavor,36
Rampardos,Zen Headbutt,43
Rampardos,Screech,51
Rampardos,Head Smash,58
Shieldon,Protect,1
Shieldon,Tackle,1
Shieldon,Taunt,6
Shieldon,Metal Sound,10
Shieldon,Take Down,15
Shieldon,Iron Defense,19
Shieldon,Swagger,24
Shieldon,Ancient Power,28
Shieldon,Endure,33
Shieldon,Metal Burst,37
Shieldon,Iron Head,43
Shieldon,Heavy Slam,46
Bastiodon,Taunt,6
Bastiodon,Metal Sound,10
Bastiodon,Take Down,15
Bastiodon,Iron Defense,19
Bastiodon,Swagger,24
Bastiodon,Ancient Power,28
Bastiodon,Block,30
Bastiodon,Endure,36
Bastiodon,Metal Burst,43
Bastiodon,Iron Head,52
Bastiodon,Heavy Slam,58
Tirtouga,Water Gun,1
Tirtouga,Withdraw,1
Tirtouga,Rollout,5
Tirtouga,Bite,8
Tirtouga,Protect,11
Tirtouga,Aqua Jet,15
Tirtouga,Ancient Power,18
Tirtouga,Crunch,21
Tirtouga,Wide Guard,25
Tirtouga,Brine,28
Tirtouga,Smack Down,31
Tirtouga,Curse,35
Tirtouga,Shell Smash,38
Tirtouga,Aqua Tail,41
Tirtouga,Rock Slide,45
Tirtouga,Rain Dance,48
Tirtouga,Hydro Pump,51
Carracosta,Rollout,5
Carracosta,Bite,8
Carracosta,Protect,11
Carracosta,Aqua Jet,15
Carracosta,Ancient Power,18
Carracosta,Crunch,21
Carracosta,Wide Guard,25
Carracosta,Brine,28
Carracosta,Smack Down,31
Carracosta,Curse,35
Carracosta,Shell Smash,40
Carracosta,Aqua Tail,45
Carracosta,Rock Slide,51
Carracosta,Rain Dance,56
Carracosta,Hydro Pump,61
Archen,Leer,1
Archen,Quick Attack,1
Archen,Wing Attack,1
Archen,Rock Throw,5
Archen,Double Team,8
Archen,Scary Face,11
Archen,Pluck,15
Archen,Ancient Power,18
Archen,Agility,21
Archen,Quick Guard,25
Archen,Acrobatics,28
Archen,Dragon Breath,31
Archen,Crunch,35
Archen,Endeavor,38
Archen,U-Turn,41
Archen,Rock Slide,45
Archen,Dragon Claw,48
Archen,Thrash,51
Archeops,Rock Throw,5
Archeops,Double Team,8
Archeops,Scary Face,11
Archeops,Pluck,15
Archeops,Ancient Power,18
Archeops,Agility,21
Archeops,Quick Guard,25
Archeops,Acrobatics,28
Archeops,Dragon Breath,31
Archeops,Crunch,35
Archeops,Endeavor,40
Archeops,U-Turn,45
Archeops,Rock Slide,51
Archeops,Dragon Claw,56
Archeops,Thrash,61
Aerodactyl,Bite,1
Aerodactyl,Scary Face,1
Aerodactyl,Wing Attack,1
Aerodactyl,Roar,9
Aerodactyl,Agility,17
Aerodactyl,Ancient Power,25
Aerodactyl,Crunch,33
Aerodactyl,Take Down,41
Aerodactyl,Sky Drop,49
Aerodactyl,Iron Head,57
Aerodactyl,Hyper Beam,65
Aerodactyl,Rock Slide,73
Aerodactyl,Giga Impact,81
Dratini,Leer,1
Dratini,Wrap,1
Dratini,Thunder Wave,5
Dratini,Twister,11
Dratini,Dragon Rage,15
Dratini,Slam,21
Dratini,Agility,25
Dratini,Dragon Tail,31
Dratini,Aqua Tail,35
Dratini,Dragon Rush,41
Dratini,Safeguard,45
Dratini,Dragon Dance,51
Dratini,Outrage,55
Dratini,Hyper Beam,61
Dragonair,Thunder Wave,5
Dragonair,Twister,11
Dragonair,Dragon Rage,15
Dragonair,Slam,21
Dragonair,Agility,25
Dragonair,Dragon Tail,33
Dragonair,Aqua Tail,39
Dragonair,Dragon Rush,47
Dragonair,Safeguard,53
Dragonair,Dragon Dance,61
Dragonair,Outrage,67
Dragonair,Hyper Beam,75
Dragonite,Thunder Wave,5
Dragonite,Twister,11
Dragonite,Dragon Rage,15
Dragonite,Slam,21
Dragonite,Agility,25
Dragonite,Dragon Tail,33
Dragonite,Aqua Tail,39
Dragonite,Dragon Rush,47
Dragonite,Safeguard,53
Dragonite,Wing Attack,55
Dragonite,Dragon Dance,61
Dragonite,Outrage,67
Dragonite,Hyper Beam,75
Dragonite,Hurricane,81
Larvitar,Bite,1
Larvitar,Leer,1
Larvitar,Sandstorm,5
Larvitar,Screech,10
Larvitar,Chip Away,14
Larvitar,Rock Slide,19
Larvitar,Scary Face,23
Larvitar,Thrash,28
Larvitar,Dark Pulse,32
Larvitar,Payback,37
Larvitar,Crunch,41
Larvitar,Earthquake,46
Larvitar,Stone Edge,50
Larvitar,Hyper Beam,55
Pupitar,Sandstorm,5
Pupitar,Screech,10
Pupitar,Chip Away,14
Pupitar,Rock Slide,19
Pupitar,Scary Face,23
Pupitar,Thrash,28
Pupitar,Dark Pulse,34
Pupitar,Payback,41
Pupitar,Crunch,47
Pupitar,Earthquake,54
Pupitar,Stone Edge,60
Pupitar,Hyper Beam,67
Tyranitar,Sandstorm,5
Tyranitar,Screech,10
Tyranitar,Chip Away,14
Tyranitar,Rock Slide,19
Tyranitar,Scary Face,23
Tyranitar,Thrash,28
Tyranitar,Dark Pulse,34
Tyranitar,Payback,41
Tyranitar,Crunch,47
Tyranitar,Earthquake,54
Tyranitar,Stone Edge,63
Tyranitar,Hyper Beam,73
Tyranitar,Giga Impact,82
Bagon,Rage,1
Bagon,Bite,5
Bagon,Leer,10
Bagon,Headbutt,16
Bagon,Focus Energy,20
Bagon,Ember,25
Bagon,Dragon Breath,31
Bagon,Zen Headbutt,35
Bagon,Scary Face,40
Bagon,Crunch,46
Bagon,Dragon Claw,50
Bagon,Double-Edge,55
Shelgon,Bite,5
Shelgon,Leer,10
Shelgon,Headbutt,16
Shelgon,Focus Energy,20
Shelgon,Ember,25
Shelgon,Protect,30
Shelgon,Dragon Breath,32
Shelgon,Zen Headbutt,37
Shelgon,Scary Face,43
Shelgon,Crunch,50
Shelgon,Dragon Claw,55
Shelgon,Double-Edge,61
Salamence,Bite,5
Salamence,Leer,10
Salamence,Headbutt,16
Salamence,Focus Energy,20
Salamence,Ember,25
Salamence,Protect,30
Salamence,Dragon Breath,32
Salamence,Zen Headbutt,37
Salamence,Scary Face,43
Salamence,Fly,50
Salamence,Crunch,53
Salamence,Dragon Claw,61
Salamence,Double-Edge,70
Salamence,Dragon Tail,80
Beldum,Take Down,1
Metang,Confusion,20
Metang,Metal Claw,20
Metang,Pursuit,23
Metang,Miracle Eye,26
Metang,Zen Headbutt,29
Metang,Bullet Punch,32
Metang,Scary Face,35
Metang,Agility,38
Metang,Psychic,41
Metang,Meteor Mash,44
Metang,Iron Defense,47
Metang,Hyper Beam,50
Metagross,Confusion,20
Metagross,Metal Claw,20
Metagross,Pursuit,23
Metagross,Miracle Eye,26
Metagross,Zen Headbutt,29
Metagross,Bullet Punch,32
Metagross,Scary Face,35
Metagross,Agility,38
Metagross,Psychic,41
Metagross,Meteor Mash,44
Metagross,Hammer Arm,45
Metagross,Iron Defense,53
Metagross,Hyper Beam,62
Gible,Tackle,1
Gible,Sand Attack,3
Gible,Dragon Rage,7
Gible,Sandstorm,13
Gible,Take Down,15
Gible,Sand Tomb,19
Gible,Slash,25
Gible,Dragon Claw,27
Gible,Dig,31
Gible,Dragon Rush,37
Gabite,Sand Attack,3
Gabite,Dragon Rage,7
Gabite,Sandstorm,13
Gabite,Take Down,15
Gabite,Sand Tomb,19
Gabite,Slash,28
Gabite,Dragon Claw,33
Gabite,Dig,40
Gabite,Dragon Rush,49
Garchomp,Sand Attack,3
Garchomp,Dragon Rage,7
Garchomp,Sandstorm,13
Garchomp,Take Down,15
Garchomp,Sand Tomb,19
Garchomp,Slash,28
Garchomp,Dragon Claw,33
Garchomp,Dig,40
Garchomp,Crunch,50
Garchomp,Dragon Rush,55
Deino,Dragon Rage,1
Deino,Tackle,1
Deino,Focus Energy,4
Deino,Bite,9
Deino,Headbutt,12
Deino,Dragon Breath,17
Deino,Roar,20
Deino,Crunch,25
Deino,Slam,28
Deino,Dragon Pulse,32
Deino,Work Up,38
Deino,Dragon Rush,42
Deino,Body Slam,48
Deino,Scary Face,52
Deino,Hyper Voice,58
Deino,Outrage,62
Zweilous,Focus Energy,4
Zweilous,Bite,9
Zweilous,Headbutt,12
Zweilous,Dragon Breath,17
Zweilous,Roar,20
Zweilous,Crunch,25
Zweilous,Slam,28
Zweilous,Dragon Pulse,32
Zweilous,Work Up,38
Zweilous,Dragon Rush,42
Zweilous,Body Slam,48
Zweilous,Scary Face,55
Zweilous,Hyper Voice,64
Zweilous,Outrage,71
Hydreigon,Focus Energy,4
Hydreigon,Bite,9
Hydreigon,Headbutt,12
Hydreigon,Dragon Breath,17
Hydreigon,Roar,20
Hydreigon,Crunch,25
Hydreigon,Slam,28
Hydreigon,Dragon Pulse,32
Hydreigon,Work Up,38
Hydreigon,Dragon Rush,42
Hydreigon,Body Slam,48
Hydreigon,Scary Face,55
Hydreigon,Hyper Voice,68
Hydreigon,Outrage,79
Chespin,Tackle,1
Chespin,Growl,1
Chespin,Vine Whip,5
Chespin,Rollout,8
Chespin,Leech Seed,15
Chespin,Pin Missile,18
Chespin,Needle Arm,21
Chespin,Take Down,27
Chespin,Seed Bomb,32
Chespin,Mud Shot,35
Chespin,Bulk Up,39
Chespin,Body Slam,42
Chespin,Pain Split,45
Chespin,Wood Hammer,48
Quilladin,Tackle,1
Quilladin,Growl,1
Quilladin,Vine Whip,5
Quilladin,Rollout,8
Quilladin,Leech Seed,15
Quilladin,Pin Missile,20
Quilladin,Needle Arm,26
Quilladin,Take Down,30
Quilladin,Seed Bomb,35
Quilladin,Mud Shot,39
Quilladin,Bulk Up,44
Quilladin,Body Slam,48
Quilladin,Pain Split,52
Quilladin,Wood Hammer,55
Chesnaught,Tackle,1
Chesnaught,Growl,1
Chesnaught,Vine Whip,5
Chesnaught,Rollout,8
Chesnaught,Leech Seed,15
Chesnaught,Pin Missile,20
Chesnaught,Needle Arm,26
Chesnaught,Take Down,30
Chesnaught,Spiky Shield,30
Chesnaught,Seed Bomb,35
Chesnaught,Mud Shot,41
Chesnaught,Bulk Up,44
Chesnaught,Body Slam,48
Chesnaught,Pain Split,52
Chesnaught,Wood Hammer,55
Chesnaught,Hammer Arm,60
Chesnaught,Giga Impact,70
Fennekin,Scratch,1
Fennekin,Tail Whip,1
Fennekin,Ember,5
Fennekin,Howl,11
Fennekin,Flame Charge,14
Fennekin,Psybeam,17
Fennekin,Fire Spin,20
Fennekin,Lucky Chant,25
Fennekin,Psyshock,31
Fennekin,Flamethrower,34
Fennekin,Will-O-Wisp,38
Fennekin,Psychic,41
Fennekin,Sunny Day,43
Fennekin,Magic Room,46
Fennekin,Fire Blast,48
Braixen,Scratch,1
Braixen,Tail Whip,1
Braixen,Ember,5
Braixen,Howl,11
Braixen,Flame Charge,14
Braixen,Psybeam,18
Braixen,Fire Spin,22
Braixen,Lucky Chant,27
Braixen,Light Screen,30
Braixen,Psyshock,34
Braixen,Flamethrower,41
Braixen,Will-O-Wisp,45
Braixen,Psychic,48
Braixen,Sunny Day,51
Braixen,Magic Room,53
Braixen,Fire Blast,55
Delphox,Scratch,1
Delphox,Tail Whip,1
Delphox,Ember,5
Delphox,Howl,11
Delphox,Flame Charge,14
Delphox,Psybeam,18
Delphox,Fire Spin,22
Delphox,Lucky Chant,27
Delphox,Light Screen,30
Delphox,Mystical Fire,30
Delphox,Psyshock,34
Delphox,Flamethrower,42
Delphox,Will-O-Wisp,47
Delphox,Psychic,51
Delphox,Sunny Day,55
Delphox,Magic Room,58
Delphox,Fire Blast,61
Delphox,Future Sight,69
Froakie,Pound,1
Froakie,Growl,1
Froakie,Bubble,5
Froakie,Quick Attack,8
Froakie,Lick,10
Froakie,Water Pulse,14
Froakie,Smokescreen,18
Froakie,Round,21
Froakie,Fling,25
Froakie,Smack Down,29
Froakie,Substitute,35
Froakie,Bounce,39
Froakie,Double Team,43
Froakie,Hydro Pump,48
Frogadier,Pound,1
Frogadier,Growl,1
Frogadier,Bubble,5
Frogadier,Quick Attack,8
Frogadier,Lick,10
Frogadier,Water Pulse,14
Frogadier,Smokescreen,20
Frogadier,Round,23
Frogadier,Fling,28
Frogadier,Smack Down,33
Frogadier,Substitute,38
Frogadier,Bounce,44
Frogadier,Double Team,48
Frogadier,Hydro Pump,55
Greninja,Pound,1
Greninja,Growl,1
Greninja,Bubble,5
Greninja,Quick Attack,8
Greninja,Lick,10
Greninja,Water Pulse,14
Greninja,Smokescreen,20
Greninja,Shadow Sneak,23
Greninja,Spikes,28
Greninja,Water Shuriken,30
Greninja,Feint Attack,33
Greninja,Substitute,43
Greninja,Extrasensory,49
Greninja,Double Team,52
Greninja,Haze,56
Greninja,Hydro Pump,60
Greninja,Night Slash,70
Bunnelby,Tackle,1
Bunnelby,Agility,1
Bunnelby,Leer,1
Bunnelby,Quick Attack,7
Bunnelby,Double Slap,10
Bunnelby,Mud-Slap,13
Bunnelby,Take Down,15
Bunnelby,Double Kick,20
Bunnelby,Odor Sleuth,25
Bunnelby,Flail,29
Bunnelby,Dig,33
Bunnelby,Bounce,38
Bunnelby,Super Fang,42
Bunnelby,Facade,47
Bunnelby,Earthquake,49
Diggersby,Tackle,1
Diggersby,Agility,1
Diggersby,Leer,1
Diggersby,Quick Attack,7
Diggersby,Double Slap,10
Diggersby,Mud-Slap,13
Diggersby,Take Down,15
Diggersby,Double Kick,20
Diggersby,Odor Sleuth,26
Diggersby,Flail,31
Diggersby,Dig,37
Diggersby,Bounce,42
Diggersby,Super Fang,48
Diggersby,Facade,53
Diggersby,Earthquake,57
Diggersby,Hammer Arm,60
Fletchling,Tackle,1
Fletchling,Growl,1
Fletchling,Quick Attack,6
Fletchling,Peck,10
Fletchling,Agility,13
Fletchling,Flail,16
Fletchling,Roost,21
Fletchling,Razor Wind,25
Fletchling,Natural Gift,29
Fletchling,Flame Charge,34
Fletchling,Acrobatics,39
Fletchling,Me First,41
Fletchling,Tailwind,46
Fletchling,Steel Wing,48
Fletchinder,Tackle,1
Fletchinder,Growl,1
Fletchinder,Quick Attack,6
Fletchinder,Peck,10
Fletchinder,Agility,13
Fletchinder,Flail,16
Fletchinder,Ember,17
Fletchinder,Roost,25
Fletchinder,Razor Wind,27
Fletchinder,Natural Gift,31
Fletchinder,Flame Charge,38
Fletchinder,Acrobatics,42
Fletchinder,Me First,46
Fletchinder,Tailwind,51
Fletchinder,Steel Wing,55
Talonflame,Tackle,1
Talonflame,Growl,1
Talonflame,Quick Attack,6
Talonflame,Peck,10
Talonflame,Agility,13
Talonflame,Flail,16
Talonflame,Ember,17
Talonflame,Roost,25
Talonflame,Razor Wind,27
Talonflame,Natural Gift,31
Talonflame,Flame Charge,39
Talonflame,Acrobatics,44
Talonflame,Me First,49
Talonflame,Tailwind,55
Talonflame,Steel Wing,60
Talonflame,Brave Bird,64
Scatterbug,Tackle,1
Scatterbug,String Shot,1
Scatterbug,Stun Spore,5
Scatterbug,Bug Bite,15
Spewpa,Harden,1
Spewpa,Protect,5
Vivillon,Struggle Bug,10
Vivillon,Psybeam,17
Vivillon,Supersonic,21
Vivillon,Draining Kiss,25
Vivillon,Aromatherapy,31
Vivillon,Bug Buzz,35
Vivillon,Safeguard,41
Vivillon,Quiver Dance,45
Vivillon,Hurricane,50
Vivillon,Powder,55
Litleo,Tackle,1
Litleo,Leer,1
Litleo,Ember,5
Litleo,Work Up,8
Litleo,Headbutt,11
Litleo,Noble Roar,15
Litleo,Take Down,20
Litleo,Fire Fang,23
Litleo,Endeavor,28
Litleo,Echoed Voice,33
Litleo,Flamethrower,36
Litleo,Crunch,39
Litleo,Hyper Voice,43
Litleo,Incinerate,46
Litleo,Overheat,50
Pyroar,Tackle,1
Pyroar,Leer,1
Pyroar,Ember,5
Pyroar,Work Up,8
Pyroar,Headbutt,11
Pyroar,Noble Roar,15
Pyroar,Take Down,20
Pyroar,Fire Fang,23
Pyroar,Endeavor,28
Pyroar,Echoed Voice,33
Pyroar,Flamethrower,38
Pyroar,Crunch,42
Pyroar,Hyper Voice,48
Pyroar,Incinerate,51
Pyroar,Overheat,57
Flabebe,Tackle,1
Flabebe,Vine Whip,1
Flabebe,Fairy Wind,6
Flabebe,Lucky Chant,10
Flabebe,Razor Leaf,15
Flabebe,Wish,20
Flabebe,Magical Leaf,22
Flabebe,Grassy Terrain,24
Flabebe,Petal Blizzard,28
Flabebe,Aromatherapy,33
Flabebe,Misty Terrain,37
Flabebe,Moonblast,41
Flabebe,Petal Dance,45
Flabebe,Solar Beam,48
Floette,Tackle,1
Floette,Vine Whip,1
Floette,Fairy Wind,6
Floette,Lucky Chant,10
Floette,Razor Leaf,15
Floette,Wish,20
Floette,Magical Leaf,25
Floette,Grassy Terrain,27
Floette,Petal Blizzard,33
Floette,Aromatherapy,38
Floette,Misty Terrain,43
Floette,Moonblast,46
Floette,Petal Dance,51
Floette,Solar Beam,58
Florges,Tackle,1
Florges,Vine Whip,1
Florges,Fairy Wind,6
Florges,Lucky Chant,10
Florges,Razor Leaf,15
Florges,Wish,20
Florges,Magical Leaf,25
Florges,Grassy Terrain,27
Florges,Petal Blizzard,33
Florges,Aromatherapy,38
Florges,Misty Terrain,43
Florges,Moonblast,46
Florges,Petal Dance,51
Florges,Solar Beam,58
Skiddo,Tackle,1
Skiddo,Growth,1
Skiddo,Vine Whip,7
Skiddo,Leech Seed,12
Skiddo,Razor Leaf,13
Skiddo,Worry Seed,16
Skiddo,Synthesis,20
Skiddo,Take Down,22
Skiddo,Bulldoze,26
Skiddo,Seed Bomb,30
Skiddo,Bulk Up,34
Skiddo,Double-Edge,38
Skiddo,Horn Leech,42
Skiddo,Leaf Blade,45
Gogoat,Tackle,1
Gogoat,Growth,1
Gogoat,Vine Whip,7
Gogoat,Leech Seed,12
Gogoat,Razor Leaf,13
Gogoat,Worry Seed,16
Gogoat,Synthesis,20
Gogoat,Take Down,22
Gogoat,Bulldoze,26
Gogoat,Seed Bomb,30
Gogoat,Bulk Up,34
Gogoat,Double-Edge,40
Gogoat,Horn Leech,47
Gogoat,Leaf Blade,55
Gogoat,Milk Drink,58
Gogoat,Earthquake,60
Gogoat,Aerial Ace,65
Pancham,Tackle,1
Pancham,Leer,1
Pancham,Arm Thrust,7
Pancham,Work Up,10
Pancham,Karate Chop,12
Pancham,Comet Punch,15
Pancham,Slash,20
Pancham,Circle Throw,25
Pancham,Vital Throw,27
Pancham,Body Slam,33
Pancham,Crunch,39
Pancham,Entrainment,42
Pancham,Parting Shot,45
Pancham,Sky Uppercut,48
Pangoro,Tackle,1
Pangoro,Leer,1
Pangoro,Arm Thrust,7
Pangoro,Work Up,10
Pangoro,Karate Chop,12
Pangoro,Comet Punch,15
Pangoro,Slash,20
Pangoro,Circle Throw,25
Pangoro,Vital Throw,27
Pangoro,Body Slam,35
Pangoro,Crunch,42
Pangoro,Entrainment,45
Pangoro,Parting Shot,48
Pangoro,Sky Uppercut,52
Pangoro,Hammer Arm,57
Pangoro,Taunt,65
Pangoro,Low Sweep,70
Furfrou,Tackle,1
Furfrou,Growl,1
Furfrou,Sand Attack,5
Furfrou,Baby-Doll Eyes,9
Furfrou,Headbutt,12
Furfrou,Tail Whip,15
Furfrou,Bite,22
Furfrou,Odor Sleuth,27
Furfrou,Retaliate,35
Furfrou,Take Down,35
Furfrou,Charm,38
Furfrou,Sucker Punch,42
Furfrou,Cotton Guard,48
Espurr,Scratch,1
Espurr,Leer,1
Espurr,Covet,5
Espurr,Confusion,9
Espurr,Light Screen,13
Espurr,Psybeam,17
Espurr,Fake Out,19
Espurr,Disarming Voice,22
Espurr,Psyshock,25
Meowstic,Scratch,1
Meowstic,Leer,1
Meowstic,Covet,5
Meowstic,Confusion,9
Meowstic,Light Screen,13
Meowstic,Psybeam,17
Meowstic,Fake Out,19
Meowstic,Psyshock,25
Meowstic,Charm,28
Meowstic,Charge Beam,28
Meowstic,Miracle Eye,31
Meowstic,Shadow Ball,31
Meowstic,Reflect,35
Meowstic,Extrasensory,35
Meowstic,Psychic,40
Meowstic,Role Play,43
Meowstic,Imprison,45
Meowstic,Signal Beam,45
Meowstic,Sucker Punch,48
Meowstic,Misty Terrain,50
Meowstic,Future Sight,50
Meowstic,Quick Guard,55
Meowstic,Stored Power,55
Honedge,Tackle,1
Honedge,Swords Dance,1
Honedge,Fury Cutter,5
Honedge,Metal Sound,8
Honedge,Pursuit,13
Honedge,Autotomize,18
Honedge,Shadow Sneak,20
Honedge,Aerial Ace,22
Honedge,Retaliate,26
Honedge,Slash,29
Honedge,Iron Defense,32
Honedge,Night Slash,35
Honedge,Power Trick,39
Honedge,Iron Head,42
Honedge,Sacred Sword,47
Doublade,Tackle,1
Doublade,Swords Dance,1
Doublade,Fury Cutter,5
Doublade,Metal Sound,8
Doublade,Pursuit,13
Doublade,Autotomize,18
Doublade,Shadow Sneak,20
Doublade,Aerial Ace,22
Doublade,Retaliate,26
Doublade,Slash,29
Doublade,Iron Defense,32
Doublade,Night Slash,36
Doublade,Power Trick,41
Doublade,Iron Head,45
Doublade,Sacred Sword,51
Aegislash,Tackle,1
Aegislash,Swords Dance,1
Aegislash,Fury Cutter,5
Aegislash,Metal Sound,8
Aegislash,Pursuit,13
Aegislash,Autotomize,18
Aegislash,Shadow Sneak,20
Aegislash,Aerial Ace,22
Aegislash,Retaliate,26
Aegislash,Slash,29
Aegislash,Iron Defense,32
Aegislash,Night Slash,36
Aegislash,Power Trick,41
Aegislash,Iron Head,45
Aegislash,Sacred Sword,51
Spritzee,Sweet Scent,1
Spritzee,Fairy Wind,1
Spritzee,Sweet Kiss,6
Spritzee,Odor Sleuth,8
Spritzee,Echoed Voice,13
Spritzee,Calm Mind,17
Spritzee,Draining Kiss,21
Spritzee,Aromatherapy,25
Spritzee,Attract,29
Spritzee,Moonblast,31
Spritzee,Charm,35
Spritzee,Flail,38
Spritzee,Misty Terrain,42
Spritzee,Skill Swap,44
Spritzee,Psychic,48
Spritzee,Disarming Voice,50
Aromatisse,Sweet Scent,1
Aromatisse,Fairy Wind,1
Aromatisse,Sweet Kiss,6
Aromatisse,Odor Sleuth,8
Aromatisse,Echoed Voice,13
Aromatisse,Calm Mind,17
Aromatisse,Draining Kiss,21
Aromatisse,Aromatherapy,25
Aromatisse,Attract,29
Aromatisse,Moonblast,31
Aromatisse,Charm,35
Aromatisse,Flail,38
Aromatisse,Misty Terrain,42
Aromatisse,Skill Swap,44
Aromatisse,Psychic,48
Aromatisse,Disarming Voice,50
Aromatisse,Reflect,57
Aromatisse,Psych Up,64
Swirlix,Sweet Scent,1
Swirlix,Tackle,1
Swirlix,Fairy Wind,5
Swirlix,Play Nice,8
Swirlix,Fake Tears,10
Swirlix,Round,13
