MoveID,Name,Type,Frequency,AC,DamageBase,Class,Range,Details,Contest,PageNum,TM
441,Substitute,13,Scene,0,0,Status,"Self, Illusion, Coat","The user loses 1/4 of their maximum Hit Points. This Hit Point loss cannot be prevented in any way. The user creates an Illusory Substitute Coat, which has Hit Points equal to 1/4th of the user's full Hit Points +1. If the user would be hit by a Move or attack, instead the Substitute gets hit. Apply weakness, resistance and stats to the Substitute. The Substitute is immune to Status Afflictions and Status Moves. Moves with the Sonic keyword completely ignore and bypass the Substitute. Once the Substitute has been destroyed, the user may be hit as normal. Substitute cannot be used if the user has less than 1/4 of their full Hit Points.",Smart - Catching Up,379,TM 90
442,Super Fang,13,Scene,4,0,Physical,"Melee, 1 Target",The target loses 1/2 of their current Hit Points.,Tough - Steady Performance,379,
443,Supersonic,13,Scene x2,6,0,Status,"4, 1 Target, Sonic",Supersonic Confuses all Legal Targets.,Smart - Excitement,379,
444,Swagger,13,EOT,4,0,Status,"6, 1 Target",The target's Attack is raised 2 Combat Stages. Swagger Confuses the target.,Cute - Excitement,379,TM 87
445,Swallow,13,Daily x2,0,0,Status,Self,"If the user is Stockpiled 1, they are healed 25% of their full Hit Point value; if the user is Stockpiled 2, they are healed half of their full Hit Point value; if the user is Stockpiled 3, they are healed back to full Hit Points. After using Swallow, the user's Stockpiled count is set to 0. If the user has no Stockpiled count, Swallow does nothing.",Tough - Reflective Appeal,379,
446,Sweet Scent,13,Scene,2,0,Status,"Burst 2, Friendly",Targets hit by Sweet Scent gain a -2 Penalty to Evasion. (Total Evasion may not be lowered to a negative value. ) Grants Alluring,Cute - Excitement,379,
447,Swift,13,EOT,0,6,Special,"8, Ranged Blast 2, Friendly",Swift cannot Miss.,Cool - Exhausting Act,379,
448,Swords Dance,13,EOT,0,0,Status,Self,The user's Attack is raised 2 Combat Stages.,Beauty - Get Ready!,379,TM 75
449,Tackle,13,At-Will,3,4,Physical,"Melee, 1 Target, Dash, Push",The target is pushed 2 Meters.,Tough - Steady Performance,380,
450,Tail Slap,13,EOT,4,3,Physical,"Melee, 1 Target, Five Strike",None,Cute - Reliable,380,
451,Tail Whip,13,At-Will,2,0,Status,"Burst 1, Friendly",The target's Defense is lowered 1 Combat Stage.,Cute - Excitement,380,
452,Take Down,13,EOT,5,9,Physical,"Melee, 1 Target, Dash, Recoil 1/3",The target and the user are both Tripped on 15+; on 18+ the user is not Tripped.,Tough - Steady Performance,380,
453,Techno Blast,13,Scene,2,12,Special,"6, Ranged Blast 2",Techno Blast's Type can be any Type while holding the appropriate Drive item or Plate item.,Smart - Seen Nothing Yet,380,
454,Teeter Dance,13,Scene x2,2,0,Status,Burst 1,Teeter Dance Confuses all Legal Targets.,Cute - Tease,380,
455,Thrash,13,Scene x2,3,12,Physical,"Melee, all adjacent foes, Smite","After damage is dealt, the user becomes Enraged and Confused.",Tough - Reliable,380,
456,Tickle,13,EOT,2,0,Status,"Melee, 1 Target",Lower the target's Attack 1 Combat Stage and lower the target's Defense 1 Combat Stage.,Cute - Excitement,380,
457,Transform,13,At-Will,0,0,Status,"10, 1 Target","The user targets a Pokémon within 10 meters, and assumes the form of the target. It gains all of the user's Moves, gains its Abilities, copies its weight and height and Capabilities. Transform lasts until the user is switched out, KO'd or until the end of the encounter. The user may choose to end the Transformation on its turn as a free action, regaining its previous Move List. The user's Stats do not change from using Transform. Transform cannot miss.",Smart - Catching Up,381,
458,Tri Attack,13,EOT,2,8,Special,"6, 1 target","Tri Attack gives the target a Status ailment on 17+ during Accuracy Check. If this effect is triggered, roll 1d3; on 1 the target is Paralyzed; on 2 the target is Burned; on 3 the target is Frozen.",Beauty - Steady Performance,381,
459,Trump Card,13,EOT,2,6,Special,"6, 1 Target","Whenever Trump Card is used, the user gains a Trump Count after the attack is resolved. Trump Card's Damage Base is increased by +2 for each Trump Count.",Cool - Exhausting Act,381,
460,Uproar,13,EOT,2,5,Special,"Burst 1, Spirit Surge, Sonic",All Pokémon and Trainers within 5 meters of the user are cured of sleep.,Cute - Unsettling,381,
461,Vice Grip,13,At-Will,2,6,Physical,"Melee, 1 Target",None,Tough - Steady Performance,381,
462,Weather Ball,13,EOT,2,5,Special,"8, 1 Target","If it is Sunny, Weather Ball is Fire-Type. If it is Rainy, Weather Ball is Water-Type. If it is Hailing, Weather Ball is Ice-Type. If it is Sandstorming, Weather Ball is Rock-Type. When a weather effect is on the field, Weather Ball has a Damage Base of 10 (3d8+10 / 24). If there are multiple Weather Effects on the field, choose one type for Weather Ball to be that corresponds with an existing Weather Effect.",Smart - Incentives,381,
463,Whirlwind,13,Scene x2,2,0,Status,Line 6,"All targets are pushed X meters, where X is 8 minus their weight class. If the Line targets into a Smokescreen, the smoke is dispersed. All hazards in the Whirlwind are destroyed.",Smart - Big Show,382,
464,Wish,13,Daily x2,0,0,Status,"15, 1 Target","At the end of the user's next turn, the target regains Hit Points equal to half of its full Hit Point value. If the user targets themselves and are replaced in battle, the replacement is healed.",Cute - Reflective Appeal,382,
465,Work Up,13,EOT,0,0,Status,Self,Raise the user's Attack 1 Combat Stage and raise the user's Special Attack 1 Combat Stage.,Tough - Get Ready!,382,
466,Wrap,13,Static,0,0,Static,See Effect,"The user gains a +2 Bonus to Accuracy Checks to Struggle Attacks made to initiate Grapple Maneuvers, and +1 to Skill Checks made to initiate Grapple Maneuvers. Whenever the user ends their turn and is grappling a target, that target loses 1/10th of their Max Hit Points. All effects stack with Bind and Clamp.",Tough - Safe Option,382,
467,Wring Out,13,Scene x2,2,12,Special,"Melee, 1 Target","For every 10% the target is below their full Hit Points, Wring Out's Damage Base is reduced by 1.",Smart - Seen Nothing Yet,382,
468,Yawn,13,Scene x2,0,0,Status,"2, 1 Target",The target falls Asleep at the end of their next turn. Yawn cannot miss.,Cute - Excitement,382,
469,Acid,14,At-Will,2,4,Special,Cone 2,Acid lowers the target's Defense 1 Combat Stage on 18+.,Smart - Steady Performance,383,
470,Acid Armor,14,Scene,0,0,Status,"Self, Set-Up","Set-Up Effect: The user becomes Liquefied. While Liquefied, the user is Slowed and cannot take Standard Actions except to Resolve the effect of Acid Armor, and the user's Movement is never obstructed by rough or slow terrain, and they can shift even through the smallest openings. Furthermore, while liquefied, the user is completely immune to all Physical damage, and becomes completely invisible if fully submerged in any liquid. Resolution Effect: The user gains +1 Defense Combat Stage, and then stops being liquified.",Tough - Get Ready!,383,
471,Acid Spray,14,EOT,2,4,Special,"4, 1 Target",Acid Spray lowers the targets' Special Defense 2 Combat Stages.,Smart - Unsettling,383,
472,Belch,14,Scene x2,4,12,Special,Cone 2,Belch cannot be used if the user has not consumed a Snack Item during that Scene.,Tough - Desperation,383,
473,Clear Smog,14,Scene x2,0,5,Special,"6, 1 Target","The target's Combat Stages are reset to their default, and all Coats on the target are destroyed. Clear Smog cannot miss.",Smart - Sabotage,383,
474,Coil,14,Scene x2,0,0,Status,Self,"Raise the user's Attack 1 Combat Stage, raise the user's Defense 1 Combat Stage, and the user gains +1 Accuracy.",Cute - Get Ready!,383,
475,Cross Poison,14,EOT,2,7,Physical,"Melee, Pass","Cross Poison is a Critical Hit on 18+, and Poisons the target on 19+.",Cool - Steady Performance,383,
476,Gastro Acid,14,Scene,2,0,Status,"4, 1 Target","The target's Ability is disabled until the end of the encounter. If the target has more than one Ability, you choose one of them to disable.",Beauty - Sabotage,384,
477,Gunk Shot,14,Daily x2,5,12,Physical,"6, 1 Target, Smite",Gunk Shot Poisons the Target on 15+.,Cool - Steady Performance,384,
478,Poison Fang,14,EOT,2,5,Physical,"Melee, 1 Target",Poison Fang Badly Poisons the target on 17+.,Smart - Incentives,384,
479,Poison Gas,14,Scene,6,0,Status,Burst 1 or Cone 2,Poison Gas Poisons all Legal Targets.,Smart - Steady Performance,384,
480,Poison Jab,14,EOT,2,8,Physical,"Melee, 1 Target",Poison Jab Poisons the target on 15+.,Smart - Incentives,384,TM 84
481,Poison Powder,14,EOT,6,0,Status,"4, 1 Target, Powder",The target is Poisoned.,Smart - Excitement,384,
482,Poison Sting,14,At-Will,2,2,Physical,"6, 1 Target",Poison Sting Poisons the target on 17+.,Smart - Excitement,384,
483,Poison Tail,14,At-Will,2,5,Physical,"Melee, 1 Target","Poison Tail is a Critical Hit on 18+, and Poisons the target on 19+.",Smart - Incentives,384,
484,Sludge,14,EOT,2,7,Special,"6, 1 Target",Sludge Poisons the target on 15+.,Tough - Desperation,385,
485,Sludge Bomb,14,EOT,2,9,Special,"8, 1 Target",Sludge Bomb Poisons the target on 15+.,Tough - Desperation,385,TM 36
486,Sludge Wave,14,Scene x2,2,10,Special,"See Effect, Full Action","The user shifts up to 5 meters in a straight line, attacking all targets along the path. The user may stop at any point; when they do, they create a Burst 1. You may not a specific target more than once per use of Sludge Wave.",Cool - Steady Performance,385,TM 34
487,Smog,14,At-Will,7,3,Special,Line 2,Smog Poisons the target on an Even-Numbered Roll.,Tough - Steady Performance,385,
488,Toxic,14,Scene x2,4,0,Status,"4, 1 Target","The target is Badly Poisoned. If the user is Poison Type, Toxic cannot miss.",Smart - Excitement,385,TM 06
489,Toxic Spikes,14,EOT,0,0,Status,"6, Hazard","Set 8 square meters of Toxic Spikes, all 8 meters must be adjacent with at least one other space of Toxic Spikes next to each other. Toxic Spikes cause Terrain to become Slow Terrain, and a grounded foe that runs into the hazard becomes Poisoned, and Slowed until the end of their next turn. If there are 2 Layers of Toxic Spikes on the same space, it Deadly Poisons the foes instead. Poison-Type Pokémon may move over Toxic Spikes harmlessly, destroying the Hazards as they do so.",Smart - Sabotage,385,
490,Venom Drench,14,EOT,0,0,Status,Cone 2,"All Poisoned targets have their Attack, Special Attack, and Speed lowered by 1 Combat Stage. Venom Drench cannot miss.",Smart - Sabotage,385,
491,Venoshock,14,Scene x2,2,7,Special,"6, 1 Target","If the target is Poisoned, Venoshock has a Damage Base of 13 (4d10+10 / 35) instead.",Smart - Incentives,386,TM 09
492,Agility,15,EOT,0,0,Status,Self,Raise the user's Speed 2 Combat Stages.,Cool - Saving Grace,387,
493,Ally Switch,15,Scene,0,0,Status,"6, 1 Target, Interrupt","Ally Switch may be declared during a foe's turn as an Interrupt. The user chooses one willing ally within 6 meters; the target and the user switch places. If the ally was a target of a Move, the user is now the target; If the user was a target of a Move, the ally is now the target.",Cool - Tease,387,
494,Amnesia,15,EOT,0,0,Status,Self,Raise the user's Special Defense 2 Combat Stages.,Cute - Get Ready!,387,
495,Barrier,15,Scene x2,0,0,Status,Hazard,"The user creates a Barrier of psychic energy. The user places up to 4 segments of Barrier; each segment must be continuous with another segment, and at least one must be adjacent to the user. These barriers count as blocking terrain and last until the end of the encounter or until they are destroyed. Each Barrier segment is 2 meters tall, 1 meter wide, and 2 centimeters thick. Each segment has 20 Hit Points, 15 Damage Reduction, and takes damage as if it was Psychic Typed.",Cool - Sabotage,387,
496,Calm Mind,15,EOT,0,0,Status,Self,Raise the user's Special Attack 1 Combat Stage and raise the user's Special Defense 1 Combat Stage.,Smart - Get Ready!,387,TM 04
497,Confusion,15,At-Will,2,5,Special,"6, 1 Target",Confusion Confuses the target on 19+.,Smart - Steady Performance,387,
498,Cosmic Power,15,EOT,0,0,Status,Self,Raise the user's Defense 1 Combat Stage and raise the user's Special Defense 1 Combat Stage.,Cool - Get Ready!,388,
499,Dream Eater,15,EOT,2,10,Special,"Melee, 1 Target","Dream Eater can only target Sleeping Pokémon or Trainers. After the target takes damage, the user gains Hit Points equal to half of the damage they dealt to the target. Dream Eater does not wake up sleeping targets.",Smart - Good Show!,388,TM 85
500,Extrasensory,15,At-Will,2,8,Special,"5, 1 Target",Extrasensory Flinches the target on 19+.,Cool - Exhausting Act,388,
501,Future Sight,15,Scene x2,0,12,Special,"10, 1 Target","Future Sight does nothing on the turn it is used. At the end of the user's next turn, Future Sight hits, even if the user is no longer on the field. Future Sight cannot miss.",Smart - Exhausting Act,388,
502,Gravity,15,Daily x2,0,0,Status,Field,"For 5 rounds, the area is considered Warped. While Warped, Moves that involve the user being airborne may not be used. Pokémon cannot use Sky or Levitate Capabilities to end their turn at an altitude higher than 1 meter. Flying-Types and Pokémon with the Ability Levitate are no longer immune to Ground- Type Moves. All Accuracy Rolls receive a +2 Bonus.",Beauty - Sabotage,388,
503,Guard Split,15,Scene,0,0,Status,"Melee, 1 Target","The target loses 5 Defense and 5 Special Defense. If they do, the user gains 5 Damage Reduction. These effects last until the end of the scene.",Cute - Inversed Appeal,388,
504,Guard Swap,15,Scene,0,0,Status,"Melee, 1 Target","The user and the target trade Combat Stage values for the Defense Stat, and then for the Special Defense Stat.",Cute - Inversed Appeal,388,
505,Heal Block,15,EOT,2,0,Status,"6, 1 Target","Until the end of the encounter, the target may not gain Hit Points or Temporary Hit Points from any source. This effect ends if the target is switched out or Takes a Breather.",Cute - Sabotage,389,
506,Healing Wish,15,Daily,0,0,Status,"6, 1 Target","The user immediately Faints, lowering its HP to 0. The user takes no Injuries from HP Markers when using Healing Wish. The target is immediately cured of up to 3 injuries, healed to their Maximum Hit Points, and has the Frequency of all Moves restored. Healing Wish may target a Pokémon in a Poké Ball. Healing Wish does not restore the Frequency of Healing Wish or Lunar Dance. Injuries healed through Healing Wish count toward the total number of Injuries that can be healed each day, and this healing is limited by the same.",Cute - Safe Option,389,
507,Heal Pulse,15,Daily x2,0,0,Status,"6, 1 Target, Aura",Restores 50% of the target's max Hit Points. Heal Pulse's user may not target itself with Heal Pulse.,Beauty - Reflective Appeal,389,
508,Heart Stamp,15,EOT,2,6,Physical,"Melee, 1 Target",Heart Stamp Flinches the target on 15+.,Cute - Steady Performance,389,
509,Heart Swap,15,Daily,0,0,Status,"10, 2 Targets",The targets trade Combat Stage values for each Stat.,Cool - Inversed Appeal,389,
510,Hypnosis,15,Scene x2,6,0,Status,"4, 1 Target",The target falls Asleep.,Smart - Excitement,389,
511,Imprison,15,Scene x2,0,0,Status,"10, 1 Target",The target is Locked for the rest of the Scene. A Locked target may not use any Moves the user knows. Imprison cannot miss.,Smart - Good Show!,389,
512,Kinesis,15,Scene,0,0,Status,"6, 1 Target, Trigger, Interrupt","If the user or an Ally within 6 meters is about to be hit by an attack, the user may use Kinesis as an interrupt. The triggering attack roll receives a -4 penalty. This may causes Moves to miss.",Smart - Get Ready!,390,
513,Light Screen,15,Scene,0,0,Status,Blessing,"Blessing – Any user affected by Light Screen may activate it when receiving Special Damage to resist the Damage one step. Light Screen may be activated 3 times, and then disappears.",Beauty - Sabotage,390,TM 16
514,Lunar Dance,15,Daily,0,0,Status,8,"The user immediately Faints, lowering its Hit Points to 0. The user takes no Injuries from Hit Point Markers when using Lunar Dance. The target is immediately cured of up to 3 injuries, healed to their Maximum Hit Points, and has the Frequency of all Moves restored. Lunar Dance may target a Pokémon in a Poké Ball. Lunar Dance does not restore the Frequency of Healing Wish or Lunar Dance. Injuries healed through Lunar Dance count toward the total number of Injuries that can be healed each day, and this healing is limited by the same.",Beauty - Safe Option,390,
515,Luster Purge,15,Scene x2,2,7,Special,"8, 1 Target",Luster Purge lowers the target's Special Defense by 1 Combat Stage on an Even-Numbered Roll.,Smart - Seen Nothing Yet,390,
516,Magic Coat,15,Daily,0,0,Status,"4, Interrupt, Trigger","If the user is about to get a hit by a Move that does not have a Damage Dice Roll, they may use Magic Coat as an Interrupt. The Interrupted Move's user is treated as if they were the target of their own Move, with the user of Magic Coat as the user.",Beauty - Double Time,390,
517,Magic Room,15,Daily x2,0,0,Status,Field,"The area becomes Useless for 5 rounds. While Useless, Pokémon may not benefit from the effects of any Held Items, and Trainers cannot benefit from any Accessory-Slot equipment. This does not affect consumable or activated items, only Items with Static effects or Triggers.",Cute - Tease,390,
518,Meditate,15,At-Will,0,0,Status,Self,Raise the user's Attack 1 Combat Stage.,Beauty - Get Ready!,390,
519,Miracle Eye,15,Scene x2,0,0,Status,"Self, Swift Action","Miracle Eye may be activated as a Swift Action on the user's turn. For the rest of the turn, the user's Psychic-Type Moves can hit and affect Dark-Type targets, and the user can see through the Illusion Ability, Moves with the Illusion keyword, and effects created by the Illusionist Capability, ignoring all effects from those.",Cute - Good Show!,391,
520,Mirror Coat,15,Scene,0,0,Status,"Any, 1 Target, Reaction","Reaction - Mirror Coat may be used as a Reaction to Attacks that deal Special Damage to the user. The target loses Hit Points equal to the amount of damage the user received. Do not apply weakness or resistance, do apply immunity. Do not apply stats.",Beauty - Double Time,391,
521,Mist Ball,15,Scene x2,2,7,Special,"12, 1 Target",Mist Ball lowers the target's Special Attack by 1 Combat Stage on an Even-Numbered Roll.,Smart - Seen Nothing Yet,391,
522,Power Split,15,Scene,0,0,Status,"Melee, 1 Target","The target has their Attack and Special Attack lowered by 5. If they do, the user gains a +5 bonus to Damage Rolls. These effects last until the end of the scene.",Beauty - Inversed Appeal,391,
523,Power Swap,15,Scene,0,0,Status,"Melee, 1 Target","The user and the target trade Combat Stage values for the Attack Stat, and then for the Special Attack Stat.",Beauty - Inversed Appeal,391,
524,Power Trick,15,Scene,0,0,Status,Self,"The user's Attack stat and Defense stat are switched for the remainder of the scene, or until the user is switched out or Fainted.",Cool - Inversed Appeal,391,
525,Psybeam,15,At-Will,2,7,Special,"6, 1 Target",Psybeam Confuses the target on 19+.,Beauty - Exhausting Act,391,
526,Psychic,15,EOT,2,9,Special,"5, 1 Target, Push",The target is Pushed 1 meter in any direction. Psychic lowers the target's Special Defense 1 Combat Stage on 17+. Grants Telekinetic,Smart - Exhausting Act,392,TM 29
527,Psycho Boost,15,Scene,4,14,Special,"8, Ranged Blast 3, Smite",Lower the user's Special Attack 2 Combat Stages after damage is resolved.,Smart - Seen Nothing Yet,392,
528,Psycho Cut,15,EOT,2,7,Physical,"6, 1 Target",Psycho Cut is a Critical Hit on 18+.,Cool - Exhausting Act,392,
529,Psycho Shift,15,Scene,0,0,Status,"Melee, 1 Target",The user is cured of a Status ailment and the target is given that Status ailment. Psycho Shift cannot miss. Psycho Shift can only be used if the user has a Status ailment and the target does not have the status ailment that is being transferred.,Cool - Inversed Appeal,392,
530,Psyshock,15,At-Will,2,8,Special,"4, 1 Target","When calculating damage, the target subtracts their Defense from Psyshock's damage instead of their Special Defense. Psyshock is still otherwise Special ( Special Evasion is used to avoid it, Mirror Coat can reflect it, etc. )",Smart - Incentives,392,TM 03
531,Psystrike,15,EOT,2,10,Special,"4, 1 Target","When calculating damage, the target subtracts their Defense from Psystrike's damage instead of their Special Defense. Psystrike is still otherwise Special (Special Evasion is used to avoid it, Mirror Coat can reflect it, etc.)",Smart - Incentives,392,
532,Psywave,15,Scene,5,0,Special,"6, 1 Target","Roll 1d4; on 1 the target loses Hit Points equal to half the user's Level; on 2 the target loses Hit Points equal to the user's Level; on 3 the target loses Hit Points equal to 1.5x the user's level; on 4 the target loses Hit Points equal to the user's Level doubled. Do not apply weakness or resistance, and do not apply Stats. Do apply Immunity.",Smart - Steady Performance,392,
533,Reflect,15,Scene,0,0,Status,Blessing,"Blessing – Any user affected by Reflect may activate it when receiving Physical Damage to resist the Damage one step. Reflect may be activated 3 times, and then disappears.",Smart - Excitement,393,TM 33
534,Rest,15,Scene,0,0,Status,Self,"The user is set to their full Hit Point value. The user is cured of any Status ailments. Then, the user falls Asleep. The user cannot make Sleep Checks at the beginning of their turn. They are cured of the Sleep at the end of their turn in 2 rounds.",Cute - Reflective Appeal,393,TM 44
535,Role Play,15,Daily,0,0,Status,"Melee, 1 Target","The user gains one of the target's Abilities, chosen at random, for the remainder of the encounter. This effect ends if the user Faints or is switched out. Role Play cannot miss.",Cute - Catching Up,393,
536,Skill Swap,15,Scene,0,0,Status,"Melee, 1 Target","The user loses one of their Abilities, selected by the user, and gains one the target's Abilities, selected at random, for the remainder of encounter. The target loses the copied Ability, and gains the user's lost Ability. This effect ends if either the target or the user is Switched out or Fainted, but only for that Pokémon or Trainer.",Smart - Excitement,393,
537,Stored Power,15,EOT,2,2,Special,"10, 1 Target","For every Combat Stage the user has above 0, add +2 to Stored Power's Damage Base, up to a maximum of Damage Base 20.",Tough - Incentives,393,
538,Synchronoise,15,Scene x2,2,12,Special,Burst 3,Synchronoise can only hit targets that share a type with Synchronoise's user.,Smart - Incentives,393,
539,Telekinesis,15,Scene x2,0,0,Status,"4, 1 Target","The target becomes Lifted. While Lifted, they gain the Levitate Ability, are Slowed, and lose all Movement Capabilities except for the Levitate 4 granted by Levitate (reduced to 2 by the Slow condition). While Lifted, the user may not apply any Evasion bonuses to determine whether they are hit by Moves or not. The Lifted target may use a Shift Action to roll 1d20; on a result of 16+, they stop being Lifted. Grants Telekinetic",Smart - Steady Performance,394,TM 19
540,Teleport,15,Scene,0,0,Status,"Self, Interrupt","The user Teleports up to X meters, where X is its Teleporter Capability. Teleport can be used as an Interrupt at any time. Moves that targeted Teleport's user continue through the desired target's space if the Move allows for it as if the user hadn't been there; single target moves simply miss. Grants Teleporter 4",Cool - Saving Grace,394,
541,Trick,15,Scene,2,0,Status,"5, 2 Targets","Both targets must be hit for Trick to succeed. The user may target itself or willing allies with Trick; you do not need to roll for Accuracy Check in these cases. Both targets lose their Held Item, and gain the other target's Held Item. If a target has no Held Item, the still can gain the other target's Held Item.",Smart - Attention Grabber,394,
542,Trick Room,15,Daily x2,0,0,Status,Field,"Starting at the beginning of the next round, for 5 rounds, the area is considered Rewinding. While Rewinding, Initiative is reversed, and participants instead go from lowest Initiative to Highest.",Cute - Tease,394,TM 92
543,Wonder Room,15,Daily x2,0,0,Status,Field,"For 5 rounds, the area is considered Wondered. While Wondered, each individual Pokémon's Defense and Special Defense are switched.",Cute - Tease,394,
544,Zen Headbutt,15,EOT,4,8,Physical,"Melee, 1 Target, Dash",Zen Headbutt Flinches the target on 15+.,Beauty - Desperation,394,
545,Ancient Power,16,EOT,2,6,Special,"6, 1 Target, Spirit Surge","On 19+, the user has each of its stats raised by +1 Combat Stage.",Tough - Desperation,395,
546,Head Smash,16,Scene,5,15,Physical,"Melee, 1 Target, Dash, Push, Recoil 1/3",The target is pushed 2 meters.,Tough - Seen Nothing Yet,395,
547,Power Gem,16,At-Will,2,8,Special,"6, 1 Target",None,Beauty - Steady Performance,395,
548,Rock Blast,16,EOT,5,3,Physical,"6, 1 Target, Five Strike",None Grants Materializer,Tough - Reliable,395,
549,Rock Polish,16,EOT,0,0,Status,Self,Raise the user's Speed 2 Combat Stages.,Tough - Exhausting Act,395,TM 69
550,Rock Slide,16,Scene x2,4,8,Physical,"6, Ranged Blast 3",Rock Slide Flinches all Legal Targets on 17+.,Tough - Steady Performance,395,TM 80
551,Rock Throw,16,At-Will,4,5,Physical,"6, 1 Target",None,Tough - Steady Performance,395,
552,Rock Tomb,16,At-Will,5,6,Physical,"6, 1 Target",Rock Tomb lowers the target's Speed by -1 Combat Stage. Grants Materializer,Smart - Desperation,395,TM 39
553,Rock Wrecker,16,Daily x2,4,15,Physical,"Melee, 1 Target, Dash, Exhaust, Smite",None Grants Materializer,Tough - Seen Nothing Yet,396,
554,Rollout,16,At-Will,4,3,Physical,"Melee, 1 Target, Pass","The user continues to use Rollout on each of its turns until they miss any target with Rollout, or are not able to hit any target with Rollout during their turn. Each successive use of Rollout increases Rollout's Damage Base by +4 to a maximum of DB 15.",Tough - Reliable,396,
555,Sandstorm,16,Daily x2,0,0,Status,"Field, Weather","The weather changes to a Sandstorm. While it is Sandstorming, all non-Ground, Rock, or Steel Type Pokémon lose 1/10th of their full Hit Points at the beginning of their turn.",Tough - Sabotage,396,TM 37
556,Smack Down,16,Scene x2,2,5,Physical,"8, 1 Target","The target is knocked down to ground level, and loses all Sky or Levitate Speeds for 3 turns. During this time, they may be hit by Ground-Type Moves even if normally immune.",Tough - Steady Performance,396,TM 23
557,Stealth Rock,16,Scene,0,0,Status,"Field, Hazard","Set 4 square meters of Stealth Rock hazards. All 4 Rocks must be adjacent with at least one other space of Rocks next to each other. If a foe moves within 2 meters of a space occupied by Rocks, move at most one Rock to the offender, then destroy the Rock. When that happens, the Stealth Rock causes a foe to lose 1/10th of their full Hit Point value. Stealth Rock is considered to be dealing damage; Apply Weakness and Resistance. Do not apply stats. A Pokémon who has been hit by a Stealth Rock Hazard cannot get hit by another in the same encounter until it is returned to a Poké Ball and then sent back out. Grants Materializer",Cool - Sabotage,396,
558,Stone Edge,16,EOT,5,10,Physical,"8, 1 Target",Stone Edge is a Critical Hit on 17+.,Tough - Incentives,396,TM 71
559,Wide Guard,16,Scene,0,0,Status,"Burst 1, Interrupt, Shield, Trigger","If an Ally adjacent to Wide Guard's user is hit by a Move, you may use Wide Guard as an Interrupt. All targets adjacent to Wide Guard's user, including the user, are instead not hit by the triggering Move and do not suffer any of its effects.",Tough - Inversed Appeal,397,
560,Autotomize,17,EOT,0,0,Status,Self,"For the remainder of the Encounter, the user's Weight Class is one value lower, to a minimum of 1. If yo the user can, the user's Speed is raised by +2 Combat Stages.",Smart - Get Ready!,398,
561,Bullet Punch,17,At-Will,2,4,Physical,"Melee, 1 Target, Priority","Priority - If the user has not yet taken their turn that round, Bullet Punch may be declared during a foe's turn to immediately take your turn and use Bullet Punch.",Smart - Saving Grace,398,
562,Doom Desire,17,Scene x2,0,14,Special,"10, 1 Target","Doom Desire does nothing on the turn it is used. At the end of the user's next turn, Doom Desire hits, even if the user is no longer on the field. Doom Desire cannot miss.",Cool - Exhausting Act,398,
563,Flash Cannon,17,At-Will,2,8,Special,"6, 1 Target",Flash Cannon lowers the target's Special Defense by 1 Combat Stage on 17+.,Smart - Exhausting Act,398,TM 91
564,Gear Grind,17,EOT,3,5,Physical,"Melee, 1 Target, Double Strike",None,Cool - Reliable,398,
565,Gyro Ball,17,Scene x2,2,6,Physical,"6, 1 Target","The target reveals their Speed Stat (including Combat Stages). If it is higher than the user's (again, including Combat Stages), subtract the user's Speed Stat from the target's, and apply the difference as Bonus Damage.",Beauty - Double Time,398,TM 74
566,Heavy Slam,17,EOT,2,4,Physical,"Melee, 1 Target","For each weight class the user is above the target, increase Heavy Slam's damage base by +2.",Tough - Incentives,398,
567,Iron Defense,17,EOT,0,0,Status,Self,Raise the user's Defense 2 Combat Stages.,Tough - Sabotage,399,
568,Iron Head,17,EOT,2,8,Physical,"Melee, 1 Target, Dash",Iron Head Flinches the target on 15+.,Tough - Desperation,399,
569,Iron Tail,17,EOT,6,10,Physical,"Melee, 1 Target",Iron Tail lowers the target's Defense 1 Combat Stage on 19+.,Cool - Desperation,399,
570,King's Shield,17,Scene,0,0,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by an attack, the user may use King's Shield. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move's effects. In addition, if the triggering attack was Melee ranged, the attacker's Attack is lowered by 2 Combat Stages.",Cool - Inversed Appeal,399,
571,Magnet Bomb,17,EOT,0,6,Physical,"8, 1 target",Magnet Bomb cannot miss. Grants Magnetic,Cool - Steady Performance,399,
572,Metal Burst,17,Scene,0,0,Physical,Burst 1,Metal Burst causes all targets in the burst to lose Hit Points equal to the total amount of direct Damage it has taken since the beginning of this Round. Metal Burst cannot miss.,Beauty - Double Time,399,
573,Metal Claw,17,At-Will,3,5,Physical,"Melee, Spirit Surge",Raise the user's Attack 1 Combat Stage on 18+.,Cool - Incentives,399,
574,Metal Sound,17,EOT,4,0,Status,"Burst 2, Friendly, Sonic",All Legal Targets have their Special Defense lowered 2 Combat Stages.,Smart - Unsettling,399,
575,Meteor Mash,17,EOT,4,9,Physical,"Melee, 1 Target, Dash, Spirit Surge",Raise the user's Attack 1 Combat Stage on 15+.,Cool - Desperation,400,
576,Mirror Shot,17,EOT,5,7,Special,"6, Ranged Blast 2",All Legal Targets have their Accuracy lowered by -2 on 16+.,Cute - Exhausting Act,400,
577,Shift Gear,17,Scene,0,0,Status,Self,Raise the user's Attack 1 Combat Stage and raise the user's Speed 2 Combat Stages.,Smart - Get Ready!,400,
