"Number","Name","Type1","Type2","Male","Female","WeightClass","Size","BaseHP","BaseAtk","BaseDef","BaseSpAtk","BaseSpDef","BaseSpeed","NumberEvols","Capabilities","Skills","MinimumLevel"
288,"Vigoroth",13,0,50,50,3,"Medium",8,8,8,6,6,9,1,"Overland 7, Swim 4, Jump 2/2, Power 4, Intelligence 3, Underdog","Athl 4d6+2, Acro 4d6+1, Combat 4d6, Stealth 4d6+2, Percep 3d6, Focus 2d6",15
289,"Slaking",13,0,50,50,5,"Large",15,16,10,10,7,10,0,"Overland 6, Swim 4, Jump 2/2, Power 9, Intelligence 4, Pack Mon, Troublesome","Athl 5d6+2, Acro 3d6+1, Combat 4d6+3, Stealth 3d6, Percep 4d6, Focus 1d6",35
290,"Nincada",1,11,50,50,1,"Small",3,5,9,3,3,4,1,"Overland 4, Swim 3, Burrow 3, Jump 2/2, Power 1, Intelligence 3, Threaded, Wallclimber, Underdog","Athl 1d6,+2 Acro 4d6, Combat 1d6, Stealth 2d6+2, Percep 2d6, Focus 2d6",1
291,"Ninjask",1,8,50,50,2,"Small",6,9,5,5,5,16,0,"Overland 3, Swim 3, Sky 8, Jump 2/2, Power 1, Intelligence 4, Wallclimber","Athl 3d6+3, Acro 5d6+3, Combat 4d6, Stealth 4d6+2, Percep 3d6, Focus 3d6",20
292,"Shedinja",1,9,0,0,1,"Small",0,9,5,3,3,4,0,"Overland 3, Swim 3, Sky 5, Jump 2/2, Power 1, Intelligence 4, Darkvision, Dead Silent, Soulless, Wallclimber","Athl 2d6, Acro 4d6-1, Combat 3d6, Stealth 4d6, Percep 3d6+2, Focus 3d6+1",20
293,"Whismur",13,0,50,50,2,"Small",6,5,2,5,2,3,2,"Overland 3, Swim 1, Jump 1/1, Power 1, Intelligence 3, Underdog","Athl 1d6+2, Acro 2d6, Combat 1d6, Stealth 2d6+1, Percep 2d6+1, Focus 2d6",1
294,"Loudred",13,0,50,50,3,"Medium",8,7,4,7,4,5,1,"Overland 5, Swim 2, Jump 1/2, Power 4, Intelligence 3, Underdog","Athl 3d6+1, Acro 2d6, Combat 3d6-1, Stealth 1d6+1, Percep 2d6, Focus 3d6",20
295,"Exploud",13,0,50,50,4,"Medium",10,9,6,9,7,7,0,"Overland 6, Swim 4, Jump 1/2, Power 6, Intelligence 4","Athl 4d6+2, Acro 2d6, Combat 4d6+1, Stealth 1d6, Percep 2d6, Focus 4d6",40
296,"Makuhita",6,0,75,25,4,"Medium",7,6,3,2,3,3,1,"Overland 4, Swim 2, Jump 1/1, Power 6, Intelligence 3, Underdog","Athl 3d6+2, Acro 1d6, Combat 3d6, Stealth 1d6, Percep 2d6, Focus 3d6+1",1
297,"Hariyama",6,0,75,25,6,"Medium",14,12,6,4,6,5,0,"Overland 6, Swim 3, Jump 1/1, Power 14, Intelligence 4, Aura","Athl 5d6+2, Acro 1d6, Combat 5d6, Stealth 1d6, Percep 3d6, Focus 4d6+1",20
298,"Azurill",13,5,25,75,1,"Small",5,2,4,2,4,2,2,"Overland 3, Swim 3, Jump 1/1, Power 1, Intelligence 2, Fountain, Underdog","Athl 2d6+1, Acro 2d6+1, Combat 1d6, Stealth 2d6+2, Percep 2d6, Focus 2d6",1
299,"Nosepass",16,0,50,50,4,"Medium",3,5,14,5,9,4,1,"Overland 4, Swim 2, Jump 0/1, Power 7, Intelligence 3, Magnetic, Underdog","Athl 3d6+2, Acro 1d6, Combat 2d6, Stealth 2d6+1 , Percep 2d6+1, Focus 3d6",1
300,"Skitty",13,0,25,75,1,"Small",5,5,5,4,4,5,1,"Overland 5, Swim 3, Jump 2/2, Power 1, Intelligence 3, Tracker, Underdog","Athl 1d6, Acro 2d6, Combat 1d6, Stealth 2d6, Percep 4d6, Focus 1d6",1
301,"Delcatty",13,0,25,75,3,"Medium",7,7,7,6,6,7,0,"Overland 7, Swim 4, Jump 2/3, Power 2, Intelligence 4, Tracker","Athl 2d6, Acro 3d6, Combat 2d6+2, Stealth 2d6, Percep 5d6, Focus 2d6",1
302,"Sableye",2,9,50,50,1,"Small",5,8,8,7,7,5,0,"Overland 5, Swim 3, Jump 2/2, Power 1, Intelligence 4, Amorphous, Darkvision, Dead Silent, Invisibility, Stealth, Underdog","Athl 2d6, Acro 3d6, Combat 3d6, Stealth 4d6, Percep 4d6+2, Focus 2d6",1
303,"Mawile",17,5,50,50,2,"Small",5,9,9,6,6,5,0,"Overland 5, Swim 3, Jump 1/1, Power 1, Intelligence 4, Underdog","Athl 2d6, Acro 3d6, Combat 3d6+2, Stealth 4d6+2, Percep 2d6+2, Focus 3d6+2",1
304,"Aron",17,16,50,50,4,"Small",5,7,10,4,4,3,2,"Overland 3, Swim 1, Jump 0/0, Power 5, Intelligence 2, Underdog","Athl 3d6+2, Acro 1d6+1, Combat 2d6, Stealth 2d6, Percep 2d6+1, Focus 2d6+1",1
305,"Lairon",17,16,50,50,5,"Medium",6,8,14,5,5,4,1,"Overland 5, Swim 2, Jump 0/1, Power 9, Intelligence 3, Underdog","Athl 4d6+3, Acro 1d6+1, Combat 3d6, Stealth 1d6, Percep 3d6+1, Focus 3d6+2",30
306,"Aggron",17,16,50,50,6,"Large",7,11,18,6,6,5,0,"Overland 6, Swim 3, Jump 0/1, Power 13, Intelligence 4","Athl 6d6+3, Acro 1d6+1, Combat 4d6+2, Stealth 1d6, Percep 4d6+1, Focus 4d6+2",40
307,"Meditite",6,15,50,50,1,"Small",3,4,6,4,6,6,1,"Overland 5, Swim 2, Jump 1/2, Power 4, Intelligence 4, Underdog","Athl 3d6+2, Acro 2d6+1, Combat 3d6, Stealth 2d6, Percep 2d6+2, Focus 4d6+3",1
308,"Medicham",6,15,50,50,3,"Medium",6,6,8,6,8,8,0,"Overland 6, Swim 3, Jump 2/2, Power 6, Intelligence 5, Aura Reader","Athl 5d6+2, Acro 3d6+1, Combat 5d6, Stealth 3d6, Percep 3d6+3, Focus 6d6+4",35
309,"Electrike",4,0,50,50,2,"Small",4,5,4,7,4,7,1,"Overland 5, Swim 3, Jump 1/2, Power 2, Intelligence 3, Tracker, Underdog","Athl 3d6+2, Acro 2d6+1, Combat 2d6, Stealth 3d6+1, Percep 3d6+1, Focus 2d6",1
310,"Manectric",4,0,50,50,3,"Medium",7,8,6,11,6,11,0,"Overland 6, Swim 3, Jump 2/3, Power 4, Intelligence 4, Tracker","Athl 5d6+2, Acro 3d6+1, Combat 3d6+2, Stealth 4d6+1, Percep 4d6+1, Focus 3d6",25
311,"Plusle",4,0,50,50,1,"Small",6,5,4,9,8,10,0,"Overland 5, Swim 3, Jump 2/3, Power 1, Intelligence 4, Zapper, Underdog","Athl 3d6+2, Acro 4d6+2, Combat 2d6, Stealth 4d6+2, Percep 2d6+1, Focus 2d6",1
312,"Minun",4,0,50,50,1,"Small",6,4,5,8,9,10,0,"Overland 5, Swim 3, Jump 2/3, Power 1, Intelligence 4, Zapper, Underdog","Athl 3d6+2, Acro 4d6+2, Combat 2d6, Stealth 4d6+2, Percep 2d6+1, Focus 2d6",1
313,"Volbeat",1,0,100,0,2,"Small",7,7,6,5,8,9,0,"Overland 3, Swim 3, Sky 5, Jump 2/2, Power 3, Intelligence 3, Glow, Wallclimber, Underdog","Athl 3d6+2, Acro 4d6+2, Combat 2d6+1, Stealth 4d6+2, Percep 3d6+1, Focus 3d6+1",1
314,"Illumise",1,0,0,100,2,"Small",7,5,6,7,8,9,0,"Overland 3, Swim 3, Sky 5, Jump 2/2, Power 2, Intelligence 3, Glow, Wallclimber, Underdog","Athl 3d6+2, Acro 4d6+2, Combat 2d6+1, Stealth 4d6+2, Percep 3d6+1, Focus 3d6+1",1
315,"Roselia",10,14,50,50,1,"Small",5,6,5,10,8,7,1,"Overland 5, Swim 3, Jump 1/2, Power 2, Intelligence 3, Naturewalk (Grassland, Forest), Underdog","Athl 2d6, Acro 3d6, Combat 2d6, Stealth 3d6, Percep 2d6, Focus 3d6+2",20
316,"Gulpin",14,0,50,50,1,"Small",7,4,5,4,5,4,1,"Overland 4, Swim 2, Jump 1/1, Power 1, Intelligence 2, Amorphous, Inflatable, Wallclimber, Underdog","Athl 2d6, Acro 1d6+1, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 2d6",1
317,"Swalot",14,0,50,50,4,"Medium",10,7,8,7,8,6,0,"Overland 5, Swim 2, Jump 1/1, Power 3, Intelligence 4, Amorphous, Inflatable, Wallclimber","Athl 3d6, Acro 1d6+1, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 3d6+1",25
318,"Carvanha",18,2,50,50,2,"Small",5,9,2,7,2,7,1,"Overland 1, Swim 6, Jump 2/2, Power 2, Intelligence 3, Darkvision, Gilled, Underdog","Athl 3d6, Acro 3d6, Combat 3d6, Stealth 3d6, Percep 2d6, Focus 2d6",1
319,"Sharpedo",18,2,50,50,4,"Medium",7,12,4,10,4,10,0,"Overland 2, Swim 9, Jump 2/2, Power 5, Intelligence 4, Darkvision, Gilled","Athl 4d6+2, Acro 3d6+2, Combat 4d6+2, Stealth 3d6, Percep 2d6, Focus 3d6",30
320,"Wailmer",18,0,50,50,5,"Large",13,7,4,7,4,6,1,"Overland 3, Swim 4, Jump 3/3, Power 5, Intelligence 3, Fountain, Underdog, Mountable 2","Athl 4d6, Acro 2d6, Combat 2d6, Stealth 1d6, Percep 2d6, Focus 3d6",1
321,"Wailord",18,0,50,50,6,"Gigantic",17,9,5,9,5,6,0,"Overland 3, Swim 7, Jump 3/3, Power 12, Intelligence 4, Fountain, Mountable 20","Athl 5d6, Acro 2d6, Combat 2d6, Stealth 1d6-3, Percep 2d6, Focus 4d6",40
322,"Numel",7,11,50,50,2,"Small",6,6,4,7,5,4,1,"Overland 4, Swim 2, Jump 1/1, Power 5, Intelligence 3, Underdog","Athl 3d6+1, Acro 2d6, Combat 1d6, Stealth 2d6, Percep 2d6+1, Focus 2d6",1
323,"Camerupt",7,11,50,50,6,"Large",7,10,7,11,8,4,0,"Overland 5, Swim 2, Jump 1/1, Power 10, Intelligence 4, Egg Warmer, Firestarter, Heater, Mountable 1","Athl 4d6+2, Acro 1d6, Combat 3d6, Stealth 1d6, Percep 4d6+2, Focus 3d6+2",30
324,"Torkoal",7,0,50,50,4,"Small",7,9,14,9,7,2,0,"Overland 4, Swim 2, Jump 1/1, Power 6, Intelligence 4, Heater","Athl 4d6+2, Acro 2d6, Combat 2d6, Stealth 2d6, Percep 3d6+1, Focus 4d6+2",1
325,"Spoink",15,0,50,50,3,"Small",6,3,4,7,8,6,1,"Overland 4, Swim 1, Jump 3/3, Power 1, Intelligence 3, Telepath, Underdog","Athl 3d6+1, Acro 4d6+2, Combat 2d6, Stealth 2d6+1, Percep 3d6+1, Focus 3d6+2",1
326,"Grumpig",15,0,50,50,4,"Medium",8,5,7,9,11,8,0,"Overland 5, Swim 3, Jump 2/2, Power 5, Intelligence 5, Telepath","Athl 4d6+2, Acro 3d6+1, Combat 3d6, Stealth 2d6, Percep 4d6+2, Focus 4d6+2",30
327,"Spinda",13,0,50,50,1,"Medium",6,6,6,6,6,6,0,"Overland 5, Swim 2, Jump 1/2, Power 1, Intelligence 3, Underdog","Athl 2d6, Acro 4d6, Combat 2d6, Stealth 2d6, Percep 3d6, Focus 3d6",1
328,"Trapinch",11,0,50,50,2,"Small",5,10,5,5,5,1,2,"Overland 4, Swim 3, Burrow 4, Jump 1/1, Power 2, Intelligence 3, Underdog","Athl 2d6, Acro 1d6, Combat 3d6+2, Stealth 3d6+1, Percep 2d6+1, Focus 2d6+1",1
329,"Vibrava",11,3,50,50,2,"Medium",5,7,5,5,5,7,1,"Overland 5, Swim 3, Burrow 2, Sky 6, Jump 2/2, Power 2, Intelligence 4, Underdog","Athl 3d6, Acro 2d6+2, Combat 3d6+2, Stealth 3d6+3, Percep 3d6+1, Focus 3d6+1",35
330,"Flygon",11,3,50,50,4,"Large",8,10,8,8,8,10,0,"Overland 6, Swim 4, Sky 7, Jump 3/3, Power 7, Intelligence 5, Mountable 1","Athl 4d6+1, Acro 4d6+2, Combat 4d6+2, Stealth 2d6, Percep 4d6+1, Focus 5d6+1",45
331,"Cacnea",10,0,50,50,4,"Small",5,9,4,9,4,4,1,"Overland 4, Swim 1, Jump 1/1, Power 1, Intelligence 3, Naturewalk (Grassland, Forest), Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 3d6+2, Percep 2d6, Focus 2d6",1
332,"Cacturne",10,2,50,50,4,"Medium",7,12,6,12,6,6,0,"Overland 6, Swim 3, Jump 1/1, Power 5, Intelligence 4, Darkvision, Naturewalk (Grassland, Forest), Stealth","Athl 3d6+1, Acro 3d6+1, Combat 3d6+2, Stealth 3d6+1, Percep 2d6, Focus 3d6",30
333,"Swablu",13,8,50,50,1,"Small",5,4,6,4,8,5,1,"Overland 2, Swim 1, Sky 5, Jump 1/1, Power 1, Intelligence 3, Guster, Underdog","Athl 2d6+1, Acro 3d6, Combat 1d6, Stealth 3d6+1, Percep 2d6+1, Focus 2d6+1",1
334,"Altaria",3,8,50,50,2,"Medium",8,7,9,7,11,8,0,"Overland 3, Swim 2, Sky 6, Jump 2/2, Power 4, Intelligence 5, Guster","Athl 4d6+2, Acro 5d6+3, Combat 1d6, Stealth 2d6+1 (6d6+3 when in sky), Percep 4d6+1, Focus 3d6+1",35
335,"Zangoose",13,0,50,50,3,"Medium",7,12,6,6,6,9,0,"Overland 6, Swim 4, Jump 2/2, Power 5, Intelligence 4","Athl 3d6+1, Acro 3d6, Combat 4d6, Stealth 3d6+2, Percep 3d6+2, Focus 3d6+1",1
336,"Seviper",14,0,50,50,4,"Large",7,10,6,10,6,7,0,"Overland 5, Swim 4, Jump 1/0, Power 4, Intelligence 4, Darkvision","Athl 3d6, Acro 2d6, Combat 4d6, Stealth 4d6+1, Percep 4d6+2, Focus 2d6+3",1
337,"Lunatone",16,15,0,0,5,"Medium",7,6,8,7,9,9,0,"Overland 1, Swim 2, Levitate 3, Jump 1/1, Power 10, Intelligence 5, Dead Silent, Telekinetic","Athl 4d6+2, Acro 2d6, Combat 2d6, Stealth 3d6+1 , Percep 4d6+1, Focus 4d6+1",1
338,"Solrock",16,15,0,0,5,"Medium",7,10,9,6,7,7,0,"Overland 1, Swim 2, Levitate 3, Jump 1/1, Power 10, Intelligence 5, Dead Silent, Telekinetic","Athl 4d6+2, Acro 2d6, Combat 2d6, Stealth 3d6+1 , Percep 4d6+1, Focus 4d6+1",1
339,"Barboach",18,11,50,50,1,"Small",5,5,4,5,4,6,1,"Overland 2, Burrow 2, Swim 4, Jump 2/2, Power 1, Intelligence 3, Gilled, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 3d6+2, Percep 2d6+1, Focus 2d6",1
340,"Whiscash",18,11,50,50,2,"Medium",11,8,7,8,7,6,0,"Overland 3, Burrow 2, Swim 5, Jump 3/3, Power 3, Intelligence 4, Tremorsense, Gilled","Athl 4d6, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 3d6, Focus 3d6",30
341,"Corphish",18,0,50,50,2,"Small",4,8,7,5,4,4,1,"Overland 4, Burrow 1, Swim 3, Jump 1/1, Power 2, Intelligence 3, Gilled, Underdog","Athl 3d6, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 2d6, Focus 2d6",1
342,"Crawdaunt",18,2,50,50,3,"Medium",6,12,9,9,6,6,0,"Overland 6, Burrow 1, Swim 5, Jump 1/1, Power 5, Intelligence 4, Darkvision, Gilled","Athl 4d6+1, Acro 2d6, Combat 4d6, Stealth 2d6+1, Percep 2d6, Focus 3d6",30
343,"Baltoy",11,15,0,0,2,"Small",4,4,6,4,7,6,1,"Overland 1, Swim 3, Levitate 1, Jump 1/1, Power 5, Intelligence 4, Dead Silent, Underdog","Athl 3d6+2, Acro 2d6, Combat 1d6, Stealth 2d6+1 , Percep 3d6+1, Focus 3d6+1",1
344,"Claydol",11,15,0,0,5,"Medium",6,7,11,7,12,8,0,"Overland 1, Swim 4, Levitate 3, Jump 1/1, Power 6, Intelligence 5, Dead Silent","Athl 4d6+2, Acro 2d6+2, Combat 2d6, Stealth 2d6+1, Percep 5d6+1, Focus 5d6+1",35
345,"Lileep",16,10,87.5,12.5,2,"Medium",7,4,8,6,9,2,1,"Overland 2, Swim 1, Jump 0/0, Power 4, Intelligence 3, Gilled, Naturewalk (Grassland, Forest), Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 2d6 , Percep 3d6+1, Focus 3d6+1",1
346,"Cradily",16,10,87.5,12.5,4,"Medium",9,8,10,8,11,4,0,"Overland 3, Swim 1, Jump 0/0, Power 8, Intelligence 4, Gilled, Naturewalk (Grassland, Forest)","Athl 2d6+2, Acro 2d6, Combat 3d6, Stealth 2d6 , Percep 4d6+2, Focus 4d6+2",40
347,"Anorith",16,1,87.5,12.5,2,"Small",5,10,5,4,5,8,1,"Overland 4, Swim 4, Burrow 2, Jump 1/1, Power 2, Intelligence 3, Gilled, Underdog","Athl 2d6+2, Acro 1d6, Combat 2d6, Stealth 2d6+2, Percep 2d6, Focus 3d6+1",1
348,"Armaldo",16,1,87.5,12.5,4,"Medium",8,13,10,7,8,5,0,"Overland 6, Swim 6, Jump 1/2, Power 6, Intelligence 4, Gilled","Athl 3d6+2, Acro 3d6+2, Combat 3d6+2, Stealth 4d6+2, Percep 2d6, Focus 4d6+1",40
349,"Feebas",18,0,50,50,1,"Small",2,2,2,1,6,8,1,"Overland 1, Swim 5, Jump 4/4, Power 1, Intelligence 2, Fountain, Gilled, Underdog","Athl 1d6, Acro 2d6, Combat 1d6, Stealth 2d6, Percep 1d6, Focus 2d6",1
350,"Milotic",18,0,50,50,5,"Large",10,6,8,10,13,8,0,"Overland 5, Swim 6, Jump 4/4, Power 8, Intelligence 5, Gilled, Mountable 4","Athl 4d6, Acro 4d6, Combat 3d6+2, Stealth 2d6, Percep 4d6, Focus 4d6+2",1
351,"Castform",13,0,50,50,1,"Small",7,7,7,7,7,7,0,"Sky 4, Swim 2, Jump 2/2, Power 1, Intelligence 4, Guster, Weathershape, Underdog","Athl 2d6, Acro 2d6+1, Combat 2d6, Stealth 2d6, Percep 3d6+1, Focus 2d6+2",1
352,"Kecleon",13,0,50,50,2,"Medium",6,9,7,6,12,4,0,"Overland 5, Swim 2, Jump 2/2, Power 2, Intelligence 4, Blender, Stealth, Underdog","Athl 2d6, Acro 3d6, Combat 2d6, Stealth 4d6+2, Percep 3d6+2, Focus 2d6+1",1
353,"Shuppet",9,0,50,50,1,"Small",4,8,4,6,3,5,1,"Overland 1, Levitate 5, Jump 1/1, Power 1, Intelligence 3, Darkvision, Dead Silent, Invisibility, Phasing, Stealth, Underdog","Athl 2d6+1, Acro 2d6, Combat 2d6, Stealth 3d6+2, Percep 3d6+1, Focus 3d6+2",1
354,"Banette",9,0,50,50,2,"Medium",6,12,7,8,6,7,0,"Overland 5, Levitate 6, Jump 1/2, Power 2, Intelligence 4, Darkvision, Dead Silent, Invisibility, Phasing, Stealth","Athl 3d6+1, Acro 2d6+2, Combat 4d6, Stealth 5d6+3, Percep 4d6+1, Focus 4d6+2",35
355,"Duskull",9,0,50,50,2,"Small",2,4,9,3,9,3,2,"Levitate 3, Swim 1, Jump 1/2, Power 1, Intelligence 3, Darkvision, Dead Silent, Invisibility, Phasing, Underdog","Athl 1d6, Acro 3d6, Combat 1d6, Stealth 3d6+2, Percep 3d6, Focus 2d6",1
356,"Dusclops",9,0,50,50,3,"Medium",4,7,13,6,13,3,1,"Overland 6, Swim 2, Levitate 4, Jump 1/1, Power 3, Intelligence 4, Darkvision, Dead Silent, Invisibility, Phasing","Athl 2d6, Acro 2d6, Combat 3d6, Stealth 3d6+2, Percep 4d6, Focus 3d6+2",35
357,"Tropius",10,8,50,50,5,"Large",10,7,8,7,9,5,0,"Overland 6, Swim 2, Sky 4, Jump 3/4, Power 8, Intelligence 4, Guster, Naturewalk (Grassland, Forest), Planter (Berries), Mountable 2","Athl 5d6+3, Acro 3d6+1, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 5d6+3",1
358,"Chimecho",15,0,50,50,1,"Small",7,5,7,10,8,7,0,"Overland 1, Swim 3, Levitate 4, Jump 1/1, Power 1, Intelligence 5, Telepath","Athl 3d6+2, Acro 2d6+2, Combat 2d6, Stealth 2d6, Percep 4d6+1, Focus 5d6+3",15
359,"Absol",2,0,50,50,3,"Medium",7,13,6,8,6,8,0,"Overland 7, Swim 4, Jump 2/2, Power 3, Intelligence 4, Darkvision, Stealth, Tracker, Premonition","Athl 3d6+2, Acro 4d6, Combat 4d6, Stealth 4d6+2, Percep 3d6, Focus 3d6",1
360,"Wynaut",15,0,50,50,2,"Small",10,2,5,2,5,2,1,"Overland 3, Swim 1, Jump 1/1, Power 2, Intelligence 3, Underdog","Athl 2d6, Acro 2d6+1, Combat 1d6, Stealth 2d6+1, Percep 2d6, Focus 4d6+1",1
361,"Snorunt",12,0,50,50,2,"Small",5,5,5,5,5,5,1,"Overland 4, Swim 2, Jump 1/1, Power 1, Intelligence 3, Chilled, Glow, Naturewalk (Tundra), Underdog","Athl 2d6, Acro 2d6, Combat 1d6, Stealth 3d6, Percep 2d6, Focus 2d6+1",1
362,"Glalie",12,0,50,50,6,"Medium",8,8,8,8,8,8,0,"Overland 5, Swim 2, Levitate 5, Jump 2/2, Power 5, Intelligence 4, Chilled, Dead Silent, Freezer","Athl 3d6, Acro 3d6+1, Combat 1d6, Stealth 2d6, Percep 3d6, Focus 3d6+1",40
363,"Spheal",12,18,50,50,3,"Small",7,4,5,6,5,3,2,"Overland 3, Swim 4, Jump 2/2, Power 1, Intelligence 3, Naturewalk (Tundra), Underdog","Athl 2d6, Acro 2d6+2, Combat 2d6, Stealth 3d6, Percep 2d6, Focus 2d6",1
364,"Sealeo",12,18,50,50,4,"Medium",9,6,7,8,7,5,1,"Overland 4, Swim 6, Jump 1/1, Power 4, Intelligence 3, Naturewalk (Tundra), Underdog","Athl 3d6+2, Acro 2d6+2, Combat 3d6, Stealth 2d6, Percep 2d6, Focus 3d6",30
365,"Walrein",12,18,50,50,5,"Large",11,8,9,10,9,7,0,"Overland 4, Swim 7, Jump 1/1, Power 7, Intelligence 4, Freezer, Naturewalk (Tundra), Mountable 1","Athl 4d6+2, Acro 1d6, Combat 4d6, Stealth 2d6, Percep 2d6, Focus 4d6",45
366,"Clamperl",18,0,50,50,4,"Small",4,6,9,7,6,3,1,"Overland 1, Swim 4, Jump 2/1, Power 2, Intelligence 3, Gilled, Underdog, Pearl Creation","Athl 1d6, Acro 1d6, Combat 1d6, Stealth 3d6, Percep 2d6, Focus 3d6",1
367,"Huntail",18,0,50,50,3,"Medium",6,10,11,9,8,5,0,"Overland 2, Swim 6, Jump 2/2, Power 3, Intelligence 4, Gilled","Athl 3d6+1, Acro 2d6+1, Combat 3d6, Stealth 3d6, Percep 2d6, Focus 3d6",20
368,"Gorebyss",18,0,50,50,2,"Medium",6,8,11,11,8,5,0,"Overland 2, Swim 6, Jump 2/2, Power 3, Intelligence 4, Gilled","Athl 2d6+1, Acro 3d6+1, Combat 2d6, Stealth 2d6, Percep 3d6, Focus 3d6",20
369,"Relicanth",18,16,87.5,12.5,2,"Medium",10,9,13,5,7,6,0,"Overland 1, Swim 5, Jump 1/1, Power 2, Intelligence 3, Darkvision, Gilled","Athl 2d6, Acro 1d6+2, Combat 3d6, Stealth 3d6, Percep 2d6, Focus 3d6",1
370,"Luvdisc",18,0,25,75,1,"Small",4,3,6,4,7,6,0,"Overland 1, Swim 5, Jump 2/2, Power 1, Intelligence 3, Gilled, Underdog, Heart Gift","Athl 3d6+1, Acro 3d6+2, Combat 1d6, Stealth 3d6+1, Percep 2d6, Focus 2d6+1",1
371,"Bagon",3,0,50,50,3,"Small",5,8,6,4,3,5,2,"Overland 4, Swim 2, Jump 1/1, Power 4, Intelligence 2, Underdog","Athl 2d6+2, Acro 2d6, Combat 2d6, Stealth 2d6+1 , Percep 2d6+1, Focus 1d6",1
372,"Shelgon",3,0,50,50,5,"Medium",7,10,10,6,5,5,1,"Overland 3, Swim 1, Jump 1/1, Power 6, Intelligence 3, Underdog","Athl 2d6, Acro 1d6, Combat 2d6+2, Stealth 3d6 , Percep 3d6+1, Focus 3d6+3",30
373,"Salamence",3,8,50,50,5,"Large",10,14,8,11,8,10,0,"Overland 6, Swim 4, Sky 9, Jump 2/3, Power 8, Intelligence 4, Mountable 1","Athl 5d6+2, Acro 3d6, Combat 4d6+2, Stealth 1d6, Percep 3d6+1, Focus 4d6+3",50
374,"Beldum",17,15,0,0,4,"Small",4,6,8,4,6,3,2,"Overland 1, Swim 1, Levitate 4, Jump 1/1, Power 5, Intelligence 3, Magnetic, Underdog","Athl 3d6+1, Acro 2d6, Combat 1d6, Stealth 3d6, Percep 3d6+1, Focus 3d6+1",1
375,"Metang",17,15,0,0,6,"Medium",6,8,10,6,8,5,1,"Overland 4, Swim 2, Levitate 5, Jump 1/1, Power 9, Intelligence 5, Magnetic, Underdog, Mountable 1","Athl 4d6+2, Acro 2d6, Combat 3d6, Stealth 2d6, Percep 4d6+1, Focus 4d6+3",20
376,"Metagross",17,15,0,0,6,"Large",8,14,13,10,9,7,0,"Overland 6, Swim 3, Levitate 6, Jump 1/1, Power 14, Intelligence 7, Magnetic, Mountable 2","Athl 5d6+3, Acro 2d6, Combat 5d6, Stealth 2d6, Percep 4d6+2, Focus 6d6+3",45
377,"Regirock",16,0,0,0,6,"Huge",8,10,20,5,10,5,0,"Overland 5, Burrow 3, Jump 1/1, Power 11, Intelligence 5, Groundshaper, Materializer","Athl 5d6+2, Acro 2d6, Combat 4d6, Stealth 2d6, Percep 3d6+2, Focus 4d6+2",1
378,"Regice",12,0,0,0,5,"Huge",8,5,10,10,20,5,0,"Overland 5, Burrow 3, Jump 1/1, Power 11, Intelligence 5, Freezer","Athl 5d6+2, Acro 2d6, Combat 4d6, Stealth 2d6, Percep 3d6+2, Focus 4d6+2",1
379,"Registeel",17,0,0,0,6,"Huge",8,8,15,8,15,5,0,"Overland 5, Burrow 3, Jump 1/1, Power 11, Intelligence 5, Magnetic","Athl 5d6+2, Acro 2d6, Combat 4d6, Stealth 2d6, Percep 3d6+2, Focus 4d6+2",1
380,"Latias",3,15,0,100,3,"Large",8,8,9,11,13,11,0,"Overland 6, Swim 4, Sky 8, Jump 2/2, Power 4, Intelligence 4, Aura Reader, Guster, Telekinetic, Telepath, Mountable 1","Athl 3d6, Acro 6d6+3, Combat 3d6, Stealth 5d6+3, Percep 4d6, Focus 6d6+3",1
381,"Latios",3,15,100,0,3,"Large",8,9,8,13,11,11,0,"Overland 6, Swim 4, Sky 8, Jump 2/2, Power 4, Intelligence 4, Aura Reader, Guster, Telekinetic, Telepath, Mountable 1","Athl 3d6, Acro 6d6+3, Combat 3d6, Stealth 5d6+3, Percep 4d6, Focus 6d6+3",1
382,"Kyogre",18,0,0,0,6,"Gigantic",10,10,9,15,14,9,0,"Overland 4, Swim 12, Jump 1/1, Power 12, Intelligence 4, Fountain, Gilled, Glow, Mountable 2","Athl 4d6+2, Acro 4d6, Combat 5d6, Stealth 2d6, Percep 3d6+2, Focus 4d6",1
383,"Groudon",11,0,0,0,6,"Gigantic",10,15,14,10,9,9,0,"Overland 8, Swim 6, Burrow 8, Jump 2/2, Power 14, Intelligence 4, Firestarter, Groundshaper, Glow, Heater, Materializer, Mountable 1, Tremorsense","Athl 5d6+2, Acro 3d6, Combat 5d6, Stealth 2d6, Percep 4d6, Focus 3d6+2",1
